CO,POLICYNO,RECTYP,ACTYR,ACTMO,DEPEFFYR,DEPEFFMO,DEPEFFDAY,DEPLDGYR,DEPLDGMO,DEPLDGDAY,DEPAMOUNT,PREMIND
GALIC,7439297,24,2018,6,2018,6,12,2018,6,12,29363.59,N
GALIC,7439299,24,2018,6,2018,6,12,2018,6,12,413652.61,N
GALIC,7439304,24,2018,6,2018,6,11,2018,6,11,213266.08,N
GALIC,7439305,24,2018,6,2018,6,11,2018,6,11,171946.96,N
GALIC,7439306,24,2018,6,2018,6,12,2018,6,12,119112.6,N
GALIC,7439307,24,2018,6,2018,6,25,2018,6,25,80594.68,N
GALIC,7439310,24,2018,6,2018,6,19,2018,6,19,102852.89,N
GALIC,7439312,24,2018,6,2018,5,22,2018,6,7,400000,N
GALIC,7439313,24,2018,6,2018,6,7,2018,6,12,100000,N
GALIC,7439314,24,2018,6,2018,6,11,2018,6,11,192041.76,N
GALIC,7439315,24,2018,6,2018,6,8,2018,6,26,116188.56,N
GALIC,7439316,24,2018,6,2018,6,12,2018,6,12,118791.33,N
GALIC,7439317,24,2018,6,2018,6,19,2018,6,19,67851.22,N
GALIC,7439320,24,2018,6,2018,6,18,2018,6,18,66547.4,N
GALIC,7439322,24,2018,6,2018,6,25,2018,6,25,220000,N
GALIC,7439324,24,2018,6,2018,6,11,2018,6,11,127417.85,N
GALIC,7439328,24,2018,6,2018,5,24,2018,6,12,90000,N
GALIC,7439329,24,2018,6,2018,6,1,2018,6,4,11000,N
GALIC,7439329,24,2018,6,2018,6,1,2018,6,1,53402.52,N
GALIC,7439330,24,2018,6,2018,6,12,2018,6,12,100109.5,N
GALIC,7439331,24,2018,6,2018,6,11,2018,6,13,275959.69,N
GALIC,7439337,24,2018,6,2018,6,18,2018,6,18,100936.34,N
GALIC,7439338,24,2018,6,2018,6,12,2018,6,12,80204.62,N
GALIC,7439342,24,2018,6,2018,6,22,2018,6,22,61414.42,N
GALIC,7439343,24,2018,6,2018,6,7,2018,6,7,235951.91,N
GALIC,7439344,24,2018,6,2018,6,5,2018,6,5,311643.12,N
GALIC,7439345,24,2018,6,2018,6,7,2018,6,7,145004.83,N
GALIC,7439348,24,2018,6,2018,5,25,2018,6,4,25000,N
GALIC,7439349,24,2018,6,2018,5,29,2018,6,8,-40000,N
GALIC,7439350,24,2018,6,2018,6,11,2018,6,11,105356.04,N
GALIC,7439352,24,2018,6,2018,6,19,2018,6,19,201297.8,N
GALIC,7439356,24,2018,6,2018,5,30,2018,6,10,25000,N
GALIC,7439357,24,2018,6,2018,6,26,2018,6,26,40000,N
GALIC,7439358,24,2018,6,2018,6,19,2018,6,21,110086.19,N
GALIC,7439362,24,2018,6,2018,6,18,2018,6,20,100069.79,N
GALIC,7439364,24,2018,6,2018,6,12,2018,6,12,74000,N
GALIC,7439365,24,2018,6,2018,6,12,2018,6,12,143373.96,N
GALIC,7439366,24,2018,6,2018,6,21,2018,6,25,79217.58,N
GALIC,7439367,24,2018,6,2018,6,15,2018,6,19,126111.51,N
GALIC,7439374,24,2018,6,2018,5,31,2018,6,12,473999.56,N
GALIC,7439375,24,2018,6,2018,6,25,2018,6,27,207003.42,N
GALIC,7439376,24,2018,6,2018,6,19,2018,6,19,65520.91,N
GALIC,7439377,24,2018,6,2018,6,19,2018,6,19,68371.48,N
GALIC,7439378,24,2018,6,2018,6,19,2018,6,19,123206.36,N
GALIC,7439382,24,2018,6,2018,6,1,2018,6,6,400000,N
GALIC,7439383,24,2018,6,2018,6,1,2018,6,12,113029.48,N
GALIC,7439384,24,2018,6,2018,6,1,2018,6,1,100000,N
GALIC,7439385,24,2018,6,2018,6,18,2018,6,18,28097.42,N
GALIC,7439386,24,2018,6,2018,6,19,2018,6,19,242616.37,N
GALIC,7439387,24,2018,6,2018,6,1,2018,6,1,75000,N
GALIC,7439388,24,2018,6,2018,6,5,2018,6,5,90000,N
GALIC,7439389,24,2018,6,2018,6,25,2018,6,26,12331.89,N
GALIC,7439390,24,2018,6,2018,6,5,2018,6,6,26400,N
GALIC,7439391,24,2018,6,2018,6,22,2018,6,22,42968.8,N
GALIC,7439392,24,2018,6,2018,6,19,2018,6,21,62655.73,N
GALIC,7439393,24,2018,6,2018,6,4,2018,6,4,100000,N
GALIC,7439394,24,2018,6,2018,6,5,2018,6,5,10000,N
GALIC,7439395,24,2018,6,2018,6,6,2018,6,7,3000,N
GALIC,7439395,24,2018,6,2018,6,6,2018,6,6,27000,N
GALIC,7439396,24,2018,6,2018,6,4,2018,6,6,80000,N
GALIC,7439397,24,2018,6,2018,6,25,2018,6,25,62965.86,N
GALIC,7439398,24,2018,6,2018,6,5,2018,6,5,200001.37,N
GALIC,7439400,24,2018,6,2018,6,5,2018,6,5,75008.81,N
GALIC,7439401,24,2018,6,2018,6,20,2018,6,20,113739.58,N
GALIC,7439402,24,2018,6,2018,6,25,2018,6,25,20893.06,N
GALIC,7439403,24,2018,6,2018,6,6,2018,6,6,50000,N
GALIC,7439404,24,2018,6,2018,6,6,2018,6,6,50000,N
GALIC,7439405,24,2018,6,2018,6,7,2018,6,8,10000,N
GALIC,7439406,24,2018,6,2018,6,19,2018,6,19,31627.27,N
GALIC,7439407,24,2018,6,2018,6,19,2018,6,19,224501.91,N
GALIC,7439408,24,2018,6,2018,6,7,2018,6,12,100000,N
GALIC,7439409,24,2018,6,2018,6,7,2018,6,15,10000,N
GALIC,7439410,24,2018,6,2018,6,20,2018,6,20,109164.77,N
GALIC,7439411,24,2018,6,2018,6,7,2018,6,7,79597.8,N
GALIC,7439412,24,2018,6,2018,6,7,2018,6,7,57042.32,N
GALIC,7439413,24,2018,6,2018,6,7,2018,6,7,100000,N
GALIC,7439414,24,2018,6,2018,6,8,2018,6,11,143529.87,N
GALIC,7439415,24,2018,6,2018,6,8,2018,6,11,100000,N
GALIC,7439416,24,2018,6,2018,6,7,2018,6,15,10000,N
GALIC,7439417,24,2018,6,2018,6,8,2018,6,18,200000,N
GALIC,7439418,24,2018,6,2018,6,8,2018,6,8,500000,N
GALIC,7439419,24,2018,6,2018,6,8,2018,6,8,80000,N
GALIC,7439421,24,2018,6,2018,6,22,2018,6,22,113483.48,N
GALIC,7439422,24,2018,6,2018,6,8,2018,6,8,200000,N
GALIC,7439423,24,2018,6,2018,6,19,2018,6,19,210729.3,N
GALIC,7439424,24,2018,6,2018,6,8,2018,6,9,50000,N
GALIC,7439425,24,2018,6,2018,6,19,2018,6,19,40410.12,N
GALIC,7439426,24,2018,6,2018,6,8,2018,6,8,20000,N
GALIC,7439427,24,2018,6,2018,6,8,2018,6,8,50000,N
GALIC,7439428,24,2018,6,2018,6,11,2018,6,11,30000,N
GALIC,7439429,24,2018,6,2018,6,11,2018,6,11,80000,N
GALIC,7439430,24,2018,6,2018,6,11,2018,6,11,40000,N
GALIC,7439432,24,2018,6,2018,6,11,2018,6,19,10000,N
GALIC,7439433,24,2018,6,2018,6,11,2018,6,20,10000,N
GALIC,7439434,24,2018,6,2018,6,11,2018,6,11,100000,N
GALIC,7439435,24,2018,6,2018,6,11,2018,6,11,101968.5,N
GALIC,7439437,24,2018,6,2018,6,11,2018,6,13,50000,N
GALIC,7439438,24,2018,6,2018,6,11,2018,6,11,25000,N
GALIC,7439439,24,2018,6,2018,6,11,2018,6,19,212526.36,N
GALIC,7439440,24,2018,6,2018,6,26,2018,6,26,321647.1,N
GALIC,7439443,24,2018,6,2018,6,12,2018,6,12,25000,N
GALIC,7439444,24,2018,6,2018,6,25,2018,6,25,210735.04,N
GALIC,7439452,24,2018,6,2018,6,29,2018,6,29,135007.73,N
GALIC,7439453,24,2018,6,2018,6,12,2018,6,14,40900.3,N
GALIC,7439456,24,2018,6,2018,6,25,2018,6,25,109459.27,N
GALIC,7439457,24,2018,6,2018,6,12,2018,6,12,125000,N
GALIC,7439458,24,2018,6,2018,6,13,2018,6,13,25000,N
GALIC,7439459,24,2018,6,2018,6,13,2018,6,21,186807.45,N
GALIC,7439461,24,2018,6,2018,6,13,2018,6,19,37649.45,N
GALIC,7439463,24,2018,6,2018,6,13,2018,6,14,70926.78,N
GALIC,7439464,24,2018,6,2018,6,25,2018,6,25,42831.59,N
GALIC,7439465,24,2018,6,2018,6,13,2018,6,13,500000,N
GALIC,7439466,24,2018,6,2018,6,14,2018,6,15,10000,N
GALIC,7439467,24,2018,6,2018,6,14,2018,6,15,100000,N
GALIC,7439468,24,2018,6,2018,6,14,2018,6,15,100000,N
GALIC,7439471,24,2018,6,2018,6,14,2018,6,14,30000,N
GALIC,7439474,24,2018,6,2018,6,14,2018,6,18,228917.79,N
GALIC,7439477,24,2018,6,2018,6,15,2018,6,18,157720,N
GALIC,7439478,24,2018,6,2018,6,15,2018,6,15,18050.35,N
GALIC,7439479,24,2018,6,2018,6,15,2018,6,20,15000,N
GALIC,7439482,24,2018,6,2018,6,15,2018,6,18,100000,N
GALIC,7439484,24,2018,6,2018,6,18,2018,6,20,500000,N
GALIC,7439487,24,2018,6,2018,6,18,2018,6,19,15000,N
GALIC,7439491,24,2018,6,2018,6,18,2018,6,18,150000,N
GALIC,7439492,24,2018,6,2018,6,18,2018,6,18,35000,N
GALIC,7439493,24,2018,6,2018,6,28,2018,6,29,13463.38,N
GALIC,7439494,24,2018,6,2018,6,19,2018,6,19,30000,N
GALIC,7439502,24,2018,6,2018,6,20,2018,6,20,35000,N
GALIC,7439503,24,2018,6,2018,6,20,2018,6,20,25000,N
GALIC,7439506,24,2018,6,2018,6,20,2018,6,25,0,N
GALIC,7439506,24,2018,6,2018,6,20,2018,6,21,290000,N
GALIC,7439508,24,2018,6,2018,6,20,2018,6,20,60000,N
GALIC,7439511,24,2018,6,2018,6,21,2018,6,21,50000,N
GALIC,7439512,24,2018,6,2018,6,21,2018,6,21,35000,N
GALIC,7439516,24,2018,6,2018,6,21,2018,6,25,50000,N
GALIC,7439519,24,2018,6,2018,6,21,2018,6,21,100000,N
GALIC,7439529,24,2018,6,2018,6,22,2018,6,22,102390.75,N
GALIC,7439531,24,2018,6,2018,6,22,2018,6,22,240000,N
GALIC,7439533,24,2018,6,2018,6,25,2018,6,25,10000,N
GALIC,7439534,24,2018,6,2018,6,25,2018,6,25,10000,N
GALIC,7439536,24,2018,6,2018,6,27,2018,6,27,100000,N
GALIC,7439539,24,2018,6,2018,6,25,2018,6,26,200000,N
GALIC,7439540,24,2018,6,2018,6,25,2018,6,27,52549.29,N
GALIC,7439544,24,2018,6,2018,6,27,2018,6,27,60745.82,N
GALIC,7439548,24,2018,6,2018,6,26,2018,6,26,128364.95,N
GALIC,7439550,24,2018,6,2018,6,26,2018,6,28,14066.77,N
GALIC,7439551,24,2018,6,2018,6,27,2018,6,27,30000,N
GALIC,7439555,24,2018,6,2018,6,27,2018,6,27,300000,N
GALIC,7439556,24,2018,6,2018,6,27,2018,6,27,125000,N
GALIC,7439558,24,2018,6,2018,6,27,2018,6,27,100667.21,N
GALIC,7439559,24,2018,6,2018,6,27,2018,6,27,100000,N
GALIC,7439560,24,2018,6,2018,6,27,2018,6,28,50000,N
GALIC,7439566,24,2018,6,2018,6,27,2018,6,27,25000,N
GALIC,7439568,24,2018,6,2018,6,27,2018,6,27,25000,N
GALIC,7439569,24,2018,6,2018,6,28,2018,6,28,138350.44,N
GALIC,7439570,24,2018,6,2018,6,28,2018,6,28,100000,N
GALIC,7439571,24,2018,6,2018,6,28,2018,6,30,100000,N
GALIC,7439572,24,2018,6,2018,6,28,2018,6,28,40000,N
GALIC,7439573,24,2018,6,2018,6,29,2018,6,29,90663.97,N
GALIC,7439574,24,2018,6,2018,6,28,2018,6,28,10000,N
GALIC,7439585,24,2018,6,2018,6,29,2018,6,29,60001.23,N
GALIC,7439589,24,2018,6,2018,6,29,2018,6,29,100000,N
GALIC,7439590,24,2018,6,2018,6,29,2018,6,29,90000,N
GALIC,7450045,24,2018,6,2018,6,7,2018,6,7,-998.83,S
GALIC,7450190,24,2018,6,2018,6,5,2018,6,5,-488.12,S
GALIC,7450316,24,2018,6,2018,6,22,2018,6,26,-13593.36,S
GALIC,7450316,24,2018,6,2018,6,19,2018,6,21,-24785.34,S
GALIC,7450355,24,2018,6,2018,6,3,2018,6,4,-275,S
GALIC,7450881,24,2018,6,2018,6,1,2018,6,4,-547.95,S
GALIC,7450896,24,2018,6,2018,6,21,2018,6,22,-148,S
GALIC,7450900,24,2018,6,2018,6,13,2018,6,13,-500,S
GALIC,7450926,24,2018,6,2018,6,19,2018,6,19,-500,S
GALIC,7450976,24,2018,6,2018,6,18,2018,6,18,-256.05,S
GALIC,7450986,24,2018,6,2018,6,18,2018,6,18,-47.21,S
GALIC,7451103,24,2018,6,2018,6,20,2018,6,22,-5000,S
GALIC,7451148,24,2018,6,2018,6,8,2018,6,8,-8.45,S
GALIC,7451189,24,2018,6,2018,6,13,2018,6,13,-13000,S
GALIC,7451204,24,2018,6,2018,6,16,2018,6,18,-13.53,S
GALIC,7451217,24,2018,6,2018,6,20,2018,6,21,-217.67,S
GALIC,7451224,24,2018,6,2018,6,21,2018,6,22,-193.31,S
GALIC,7451244,24,2018,6,2018,6,26,2018,6,26,-24.26,S
GALIC,7451246,24,2018,6,2018,6,26,2018,6,26,-21.61,S
GALIC,7451280,24,2018,6,2018,6,1,2018,6,1,-42.28,S
GALIC,7451350,24,2018,6,2018,6,28,2018,6,28,-40000,S
GALIC,7451432,24,2018,6,2018,5,31,2018,6,4,-30000,S
GALIC,7451444,24,2018,6,2018,6,15,2018,6,18,-98.66,S
GALIC,7451454,24,2018,6,2018,5,29,2018,6,5,-40000,S
GALIC,7451501,24,2018,6,2018,6,4,2018,6,14,-3502.36,S
GALIC,7451520,24,2018,6,2018,6,15,2018,6,18,-58.68,S
GALIC,7451522,24,2018,6,2018,6,3,2018,6,8,-138.94,S
GALIC,7451522,24,2018,6,2018,5,3,2018,6,8,-138.94,S
GALIC,7451525,24,2018,6,2018,6,3,2018,6,4,-153.36,S
GALIC,7451528,24,2018,6,2018,6,4,2018,6,6,-28780.76,S
GALIC,7451528,24,2018,6,2018,6,4,2018,6,5,-535.11,S
GALIC,7451538,24,2018,6,2018,6,4,2018,6,5,-5411.97,S
GALIC,7451548,24,2018,6,2018,6,6,2018,6,6,-161.54,S
GALIC,7451551,24,2018,6,2018,6,8,2018,6,14,0,S
GALIC,7451551,24,2018,6,2018,6,8,2018,6,11,-148.91,S
GALIC,7451583,24,2018,6,2018,3,7,2018,6,19,0,S
GALIC,7451592,24,2018,6,2018,6,14,2018,6,14,-10000,S
GALIC,7451597,24,2018,6,2018,6,10,2018,6,11,-204.78,S
GALIC,7451605,24,2018,6,2018,6,27,2018,6,27,-1666.67,S
GALIC,7451620,24,2018,6,2018,6,15,2018,6,18,-2237.03,S
GALIC,7451628,24,2018,6,2018,6,11,2018,6,11,-305.77,S
GALIC,7451629,24,2018,6,2018,6,11,2018,6,12,-305.77,S
GALIC,7451630,24,2018,6,2018,6,18,2018,6,25,-37723.58,S
GALIC,7451650,24,2018,6,2018,6,18,2018,6,18,-10000,S
GALIC,7451652,24,2018,6,2018,6,14,2018,6,18,-156.36,S
GALIC,7451655,24,2018,6,2018,6,14,2018,6,14,-1500,S
GALIC,7451664,24,2018,6,2018,6,14,2018,6,18,-208.47,S
GALIC,7451666,24,2018,6,2018,6,14,2018,6,18,-130.25,S
GALIC,7451699,24,2018,6,2018,6,16,2018,6,19,-83.48,S
GALIC,7451702,24,2018,6,2018,6,17,2018,6,19,-185.52,S
GALIC,7451711,24,2018,6,2018,6,17,2018,6,19,-4375.83,S
GALIC,7451734,24,2018,6,2018,6,22,2018,6,25,-112.76,S
GALIC,7451756,24,2018,6,2018,6,23,2018,6,26,-289.86,S
GALIC,7451794,24,2018,6,2018,6,25,2018,6,26,-78.94,S
GALIC,7451803,24,2018,6,2018,6,21,2018,6,25,-2329.47,S
GALIC,7451819,24,2018,6,2018,6,1,2018,6,1,-803.15,S
GALIC,7451841,24,2018,6,2018,6,5,2018,6,5,-334,S
GALIC,7451842,24,2018,6,2018,6,1,2018,6,1,-28.85,S
GALIC,7451912,24,2018,6,2018,6,14,2018,6,14,-296.72,S
GALIC,7451915,24,2018,6,2018,6,27,2018,6,27,-5392.61,S
GALIC,7451932,24,2018,6,2018,6,15,2018,6,15,-448.28,S
GALIC,7451935,24,2018,6,2018,6,11,2018,6,14,-2327.57,S
GALIC,7451954,24,2018,6,2018,6,20,2018,6,20,-213.48,S
GALIC,7451963,24,2018,6,2018,6,6,2018,6,6,-80.37,S
GALIC,7451965,24,2018,6,2018,6,25,2018,6,25,-16988.49,S
GALIC,7451989,24,2018,6,2018,6,27,2018,6,27,-20618.55,S
GALIC,7451989,24,2018,6,2018,6,7,2018,6,12,-3121.14,S
GALIC,7452001,24,2018,6,2018,6,1,2018,6,1,-230.86,S
GALIC,7452030,24,2018,6,2018,6,2,2018,6,4,-57.69,S
GALIC,7452078,24,2018,6,2018,6,16,2018,6,18,-1898.86,S
GALIC,7452088,24,2018,6,2018,6,1,2018,6,1,-90.47,S
GALIC,7452092,24,2018,6,2018,6,16,2018,6,18,-173.09,S
GALIC,7452097,24,2018,6,2018,6,15,2018,6,15,-200,S
GALIC,7452104,24,2018,6,2018,6,10,2018,6,11,-187.52,S
GALIC,7452129,24,2018,6,2018,6,25,2018,6,25,-811.15,S
GALIC,7452131,24,2018,6,2018,6,5,2018,6,5,-715,S
GALIC,7452179,24,2018,6,2018,6,1,2018,6,1,-119.19,S
GALIC,7452180,24,2018,6,2018,6,11,2018,6,11,-100.97,S
GALIC,7452202,24,2018,6,2018,6,19,2018,6,19,-61.64,S
GALIC,7452209,24,2018,6,2018,6,20,2018,6,20,-630.32,S
GALIC,7452238,24,2018,6,2018,6,1,2018,6,1,-142.26,S
GALIC,7452258,24,2018,6,2018,6,1,2018,6,1,-3272.67,S
GALIC,7452289,24,2018,6,2018,6,1,2018,6,1,-80,S
GALIC,7452302,24,2018,6,2018,6,6,2018,6,6,-35.84,S
GALIC,7452306,24,2018,6,2018,6,15,2018,6,15,-200,S
GALIC,7452367,24,2018,6,2018,6,16,2018,6,18,-900,S
GALIC,7452368,24,2018,6,2018,6,27,2018,6,27,-129.52,S
GALIC,7452376,24,2018,6,2018,6,1,2018,6,1,-309.27,S
GALIC,7452398,24,2018,6,2018,6,20,2018,6,20,-300,S
GALIC,7452465,24,2018,6,2018,6,1,2018,6,1,-388.95,S
GALIC,7452474,24,2018,6,2018,6,1,2018,6,1,-119.47,S
GALIC,7452487,24,2018,6,2018,6,25,2018,6,25,-937.63,S
GALIC,7452507,24,2018,6,2018,6,4,2018,6,4,-119.48,S
GALIC,7452523,24,2018,6,2018,6,7,2018,6,7,-47.79,S
GALIC,7452569,24,2018,6,2018,6,14,2018,6,14,-87.3,S
GALIC,7452594,24,2018,6,2018,6,5,2018,6,5,-200,S
GALIC,7452615,24,2018,6,2018,6,21,2018,6,21,-267.41,S
GALIC,7452631,24,2018,6,2018,6,1,2018,6,1,-575.54,S
GALIC,7452641,24,2018,6,2018,6,25,2018,6,25,-56.92,S
GALIC,7452658,24,2018,6,2018,6,27,2018,6,27,-255.49,S
GALIC,7452659,24,2018,6,2018,6,27,2018,6,27,-223.54,S
GALIC,7452675,24,2018,6,2018,6,15,2018,6,15,-360.55,S
GALIC,7452680,24,2018,6,2018,6,19,2018,6,19,-20935.47,S
GALIC,7452695,24,2018,6,2018,6,5,2018,6,5,-66.33,S
GALIC,7452707,24,2018,6,2018,6,5,2018,6,5,-490,S
GALIC,7452744,24,2018,6,2018,6,4,2018,6,4,-116.65,S
GALIC,7452813,24,2018,6,2018,6,1,2018,6,1,-612.86,S
GALIC,7452819,24,2018,6,2018,6,15,2018,6,15,-50.27,S
GALIC,7452828,24,2018,6,2018,6,11,2018,6,13,-2026.77,S
GALIC,7452854,24,2018,6,2018,6,17,2018,6,18,-37.7,S
GALIC,7452863,24,2018,6,2018,6,21,2018,6,25,-5510.73,S
GALIC,7452885,24,2018,6,2018,6,15,2018,6,15,-280.97,S
GALIC,7452888,24,2018,6,2018,6,22,2018,6,22,-25.17,S
GALIC,7452900,24,2018,6,2018,6,15,2018,6,15,-2997.01,S
GALIC,7452908,24,2018,6,2018,6,23,2018,6,25,-510.99,S
GALIC,7452920,24,2018,6,2018,6,20,2018,6,21,-2994.98,S
GALIC,7452939,24,2018,6,2018,6,1,2018,6,1,-258.11,S
GALIC,7452966,24,2018,6,2018,6,4,2018,6,6,-1000.16,S
GALIC,7452967,24,2018,6,2018,6,5,2018,6,5,-165,S
GALIC,7452968,24,2018,6,2018,6,28,2018,6,28,-46.23,S
GALIC,7452987,24,2018,6,2018,6,2,2018,6,4,-158.36,S
GALIC,7453002,24,2018,6,2018,6,15,2018,6,15,-537.59,S
GALIC,7453009,24,2018,6,2018,6,1,2018,6,1,-2000,S
GALIC,7453060,24,2018,6,2018,6,8,2018,6,8,-75.41,S
GALIC,7453070,24,2018,6,2018,6,9,2018,6,11,-125.68,S
GALIC,7453092,24,2018,6,2018,6,16,2018,6,18,-101.05,S
GALIC,7453105,24,2018,6,2018,6,14,2018,6,14,-150.93,S
GALIC,7453105,24,2018,6,2018,6,7,2018,6,11,-5750.28,S
GALIC,7453117,24,2018,6,2018,6,14,2018,6,14,-25.14,S
GALIC,7453145,24,2018,6,2018,6,13,2018,6,13,-223,S
GALIC,7453231,24,2018,6,2018,6,27,2018,6,27,-175.06,S
GALIC,7453234,24,2018,6,2018,6,8,2018,6,13,-1011.08,S
GALIC,7453246,24,2018,6,2018,6,28,2018,6,28,-255.5,S
GALIC,7453276,24,2018,6,2018,6,26,2018,6,28,-1383.16,S
GALIC,7453299,24,2018,6,2018,6,5,2018,6,5,-79.64,S
GALIC,7453304,24,2018,6,2018,6,15,2018,6,15,-392.21,S
GALIC,7453305,24,2018,6,2018,6,6,2018,6,6,-260.2,S
GALIC,7453321,24,2018,6,2018,6,11,2018,6,11,-111.17,S
GALIC,7453331,24,2018,6,2018,6,1,2018,6,1,-342.05,S
GALIC,7453335,24,2018,6,2018,6,7,2018,6,7,-300,S
GALIC,7453355,24,2018,6,2018,6,13,2018,6,13,-24609.38,S
GALIC,7453376,24,2018,6,2018,6,1,2018,6,1,-70.24,S
GALIC,7453377,24,2018,6,2018,6,11,2018,6,11,-5000,S
GALIC,7453404,24,2018,6,2018,6,15,2018,6,15,-238.35,S
GALIC,7453434,24,2018,6,2018,6,18,2018,6,18,-255.5,S
GALIC,7453440,24,2018,6,2018,6,19,2018,6,19,-149.25,S
GALIC,7453446,24,2018,6,2018,6,19,2018,6,19,-163.61,S
GALIC,7453461,24,2018,6,2018,6,20,2018,6,20,-319.38,S
GALIC,7453486,24,2018,6,2018,6,12,2018,6,12,-500,S
GALIC,7453508,24,2018,6,2018,6,1,2018,6,1,-1358.44,S
GALIC,7453515,24,2018,6,2018,6,25,2018,6,25,-78.43,S
GALIC,7453539,24,2018,6,2018,6,26,2018,6,26,-62.84,S
GALIC,7453545,24,2018,6,2018,6,27,2018,6,27,-4969.14,S
GALIC,7453551,24,2018,6,2018,6,20,2018,6,21,-2863.69,S
GALIC,7453551,24,2018,6,2018,6,11,2018,6,13,-2224.53,S
GALIC,7453556,24,2018,6,2018,6,25,2018,6,25,-222.75,S
GALIC,7453557,24,2018,6,2018,6,11,2018,6,14,-4590.51,S
GALIC,7453567,24,2018,6,2018,6,1,2018,6,1,-1350.46,S
GALIC,7453569,24,2018,6,2018,6,1,2018,6,1,-52.71,S
GALIC,7453574,24,2018,6,2018,6,27,2018,6,27,-255.5,S
GALIC,7453582,24,2018,6,2018,6,5,2018,6,5,-340.36,S
GALIC,7453688,24,2018,6,2018,6,1,2018,6,1,-981.92,S
GALIC,7453752,24,2018,6,2018,6,7,2018,6,7,-68.27,S
GALIC,7453777,24,2018,6,2018,6,1,2018,6,1,-3964.53,S
GALIC,7453816,24,2018,6,2018,6,27,2018,6,27,-1881.95,S
GALIC,7453824,24,2018,6,2018,6,13,2018,6,13,-255.5,S
GALIC,7453839,24,2018,6,2018,6,14,2018,6,14,-25.14,S
GALIC,7453846,24,2018,6,2018,6,14,2018,6,14,-128.3,S
GALIC,7453887,24,2018,6,2018,6,16,2018,6,18,-125.68,S
GALIC,7453935,24,2018,6,2018,6,21,2018,6,21,-304.49,S
GALIC,7453939,24,2018,6,2018,6,21,2018,6,21,-157.1,S
GALIC,7453967,24,2018,6,2018,6,1,2018,6,1,-171.3,S
GALIC,7453979,24,2018,6,2018,6,22,2018,6,22,-62.84,S
GALIC,7454010,24,2018,6,2018,6,23,2018,6,25,-752.12,S
GALIC,7454054,24,2018,6,2018,6,5,2018,6,5,-1277.47,S
GALIC,7454144,24,2018,6,2018,6,5,2018,6,5,-404.78,S
GALIC,7454165,24,2018,6,2018,6,21,2018,6,25,-919.7,S
GALIC,7454169,24,2018,6,2018,6,7,2018,6,7,-255.5,S
GALIC,7454178,24,2018,6,2018,6,7,2018,6,7,-62.84,S
GALIC,7454265,24,2018,6,2018,6,13,2018,6,13,-16.4,S
GALIC,7454291,24,2018,6,2018,6,27,2018,6,27,-73.55,S
GALIC,7454331,24,2018,6,2018,6,15,2018,6,15,-375.2,S
GALIC,7454335,24,2018,6,2018,6,15,2018,6,15,-331.73,S
GALIC,7454357,24,2018,6,2018,6,16,2018,6,18,-75.41,S
GALIC,7454378,24,2018,6,2018,6,10,2018,6,11,-777.78,S
GALIC,7454435,24,2018,6,2018,6,21,2018,6,21,-124.65,S
GALIC,7454485,24,2018,6,2018,6,23,2018,6,25,-263.75,S
GALIC,7454512,24,2018,6,2018,6,23,2018,6,25,-397.8,S
GALIC,7454630,24,2018,6,2018,6,1,2018,6,1,-5200.06,S
GALIC,7454651,24,2018,6,2018,6,15,2018,6,15,-200,S
GALIC,7454661,24,2018,6,2018,6,1,2018,6,1,-26.37,S
GALIC,7454682,24,2018,6,2018,6,27,2018,6,27,-1376.16,S
GALIC,7454691,24,2018,6,2018,6,2,2018,6,4,-131.88,S
GALIC,7454744,24,2018,6,2018,6,4,2018,6,4,-129.23,S
GALIC,7454750,24,2018,6,2018,6,1,2018,6,1,-6450,S
GALIC,7454751,24,2018,6,2018,6,4,2018,6,6,-8320.72,S
GALIC,7454761,24,2018,6,2018,6,4,2018,6,4,-66.21,S
GALIC,7454823,24,2018,6,2018,6,27,2018,6,27,-8781.7,S
GALIC,7454842,24,2018,6,2018,6,1,2018,6,1,-37.38,S
GALIC,7454864,24,2018,6,2018,6,11,2018,6,11,-121.79,S
GALIC,7454870,24,2018,6,2018,6,11,2018,6,11,-39.56,S
GALIC,7454878,24,2018,6,2018,6,6,2018,6,6,-34.12,S
GALIC,7454883,24,2018,6,2018,6,26,2018,6,26,-1000,S
GALIC,7454884,24,2018,6,2018,6,11,2018,6,11,-81.53,S
GALIC,7454889,24,2018,6,2018,6,13,2018,6,13,-237.38,S
GALIC,7454896,24,2018,6,2018,6,1,2018,6,1,-953.39,S
GALIC,7454903,24,2018,6,2018,6,25,2018,6,27,-1444.44,S
GALIC,7454917,24,2018,6,2018,6,1,2018,6,1,-100.39,S
GALIC,7454950,24,2018,6,2018,6,16,2018,6,18,-52.75,S
GALIC,7454951,24,2018,6,2018,6,16,2018,6,18,-52.75,S
GALIC,7454957,24,2018,6,2018,6,16,2018,6,18,-242.23,S
GALIC,7455034,24,2018,6,2018,6,1,2018,6,1,-134.9,S
GALIC,7455040,24,2018,6,2018,6,20,2018,6,20,-896.91,S
GALIC,7455062,24,2018,6,2018,6,20,2018,6,20,-263.75,S
GALIC,7455092,24,2018,6,2018,6,20,2018,6,20,-105.5,S
GALIC,7455104,24,2018,6,2018,6,20,2018,6,20,-552.83,S
GALIC,7455162,24,2018,6,2018,6,1,2018,6,1,-531.4,S
